7,我靠小心
11,非封闭道路？？？？？？？？？？？？？？？？？？？？？？？？？？？？
10,鞋太高了
29,[前方高能]
37,限速哦……
34,辛苦啦
13,小心膝盖！！
1,落地一刹那 我赶紧按了暂停键 
0,云里都敢来
9,我重复看了好几遍
10,云里还要在往上蹬一下，高度不够过不去
25,太厉害了，，
27,牛蛙
37,6
17,素晴らしい
39,这是云里
24,我在期待什么
41,跟我一起喊かわいい
19,ጿ ኈ ቼ ዽ ጿ
27,这两摔值俩币
38,wangchengrui来了
17,zhujiayuan来了
44,zjj来了
19,我去
6,小飞棍来咯元气满满美少女战士
17,这种我喜欢看小八嘎的艺术片的那种
17,骨骼清奇天赋异禀
6,好看好看
8,卧步
13,小心点
12,嚯，这年轻人
4,不用手失败了
11,反重力裙？
39,、《下  一  个  铁  骨  曾  曾》
37,跳的好好
34,芜湖
1,四天12W
40,太棒了
6,感觉这一下好疼
33,这是所谓翻车疼了也要翻
44,可爱捏可爱捏
8,小心
12,好疼
10,叶问蹲
19,有人吗
4,刀哥
25,真功夫
9,这叫云里前桥……不是前空翻
31,黄渤？
1,「完全なるの黄金回旋エネルギー」！
35,这几下子想到了黄渤
23,多摔了个粉
2,好
19,好细的腿腿
3,好像百变小樱
16,卧槽，还翻云里
18,太厉害了
25,太对了
9,好痛啊
0,这一声“哦”
7,舍身踢
25,文艺复兴
42,嗨嗨嗨
42,这个有点东西，得赞
13,很帅
30,腿真好看我好馋
25,哎，短视频行业内卷严重啊
27,可惜我没币了
2,攀子扣分
13,好疼
5,疼不疼啊？
3,草，云里
8,狠伤膝盖
21,这种下劈挺危险的哦
31,仙人指路
2,仙人指路
15,小亮给他整个活
21,整活有点狠了
33,草，走，忽略！ጿ ኈ ቼ ዽ ጿ
24,这是真功夫
21,可怜的娃
30,试试李姐
34,这个舞蹈怎么那么像黄渤跳的那个。。
0,草，走，忽略！ጿ ኈ ቼ ዽ ጿ​
22,我爱看！
12,武力值：max
25,注意安全
20,你们暂停的样子真狼狈
13,上头
22,草，走，忽略！ጿ ኈ ቼ ዽ ጿ
2,好很有精神
44,很有精神
18,牛
44,582个人别躲了
40,15点39分
1,给他整个活
1,你行不行啊，细狗
43,秀念别去
4,阿弥陀佛。阿弥陀佛，
11,太拼了吧
11,卧槽 人类一败涂地
32,注意安全！
12,好活当赏
31,别点我！我心动了！
8,bilibili
17,兄弟们，限速，不要太快
5,太拼了
19,牛逼
2,袜趣腿好细好长
3,妈呀痛死了
22,太拼了
12,注意安全！
24,卡哇伊内
39,好活
17,草，走，忽略！ጿ ኈ ቼ ዽ ጿ
38,黑的
22,帅
44,跳舞跳得这么好
19,地面没有磕坏吧？
44,bgm是什么
9,你这个鞋。。。。
31,黄渤跳舞！！！
41,黄渤跳舞
34,我受伤的右膝盖，看完隐隐作痛
10,看膝盖！
5,这不是后空翻吧
30,看把你得瑟的
11,​草，走，忽略​！ጿ ኈ ቼ ዽ ጿ​
6,300人出来
4,太容易受伤了吧 小心
15,非礼勿视非礼勿视
13,炫我嘴里
10,这叫云里前空翻
40,看起来好痛我感觉到痛了，姐姐小心点
24,wow
34,你好，结婚
33,这么强
11,休息的时候看看哪里有受伤没
11,好痛啊
25,好活儿
31,脚疼吗？
20,跳的好有活力
13,又飘逸又可爱又性感，强推强推！
16,前手翻
34,前桥失败好危险的……
31,太棒呢啊啊啊啊啊
18,卧槽
30,隔天腿就黑青了，好痛的樣子
25,翻飞的裙摆好像我的心
17,舞曲希望
2,振到筋了 是真的疼
15,好厉害！
15,怎么可以这么可爱
25,一次性看过瘾
12,见证奇迹
35,元气满满
17,好美好美
31,牛逼
1,哦
21,很难不关注
26,前面的这不是前桥吗
34,老婆
21,泥头车来电作用啊
22,草，走，忽略！ጿ ኈ ቼ ዽ ጿ
11,忽略
14,草，走，忽略！ጿ ኈ ቼ ዽ ጿ
17,这活整的，不关注不合适啊
21,腿好长
8,〈程序未响应〉
38,好看
37,好久没看到这么元气满满的妹子了！
30,值得了
24,太拼了
43,卷si死他们
15,这样好危险
11,草，走，忽略！ጿ ኈ ቼ ዽ ጿ
44,比那些上来就扭的强千百倍，牛
14,焯，忽略
9,这脚摔得好疼
2,这可以变成攻击技能
23,注意安全
13,她放弃了！！！她用手撑地了！！！
6,太危险了
17,是时候劈个叉了
2,《忽略》
9,你这舞有点费脚
22,注意安全哦
16,虽然但是，这是前空翻呀
26,ok
33,好漂亮
27,录取通知书
