326,时空是一个圆圈，我们终会相遇
330,这太不容易了
85,我的天，还是老乡
457,我靠，看到这绷不住了
311,曾经我是一个鉴定的唯物主义者，直到遇见你让我相信有来生
467,“夜之城没有活着的传奇”
484,含泪投币
199,多好的孩子啊
574,《生而伟大，没而飞升！》
358,《母爱伟大》
561,这句话，真绷不住了
209,啊，泪目了
557,配方：37度温水加一勺蜂蜜
461,这歌词很应景
444,世界线在这里收束了～
438,原来一切看起平常的日常其实早有注定～
487,心有热爱，不枉费来人世这一趟
453,思念的心创造了奇迹
361,哇，陶笛……学这么多，真厉害
344,这个afterlife真绷不住了
460,这衔接，绝了T-T
404,我的天，对啊义体，突然感觉游戏已经被升华了
482,看来你终于领悟了成为传奇的诀窍
157,绷不住了
477,泪目，夜之城没有活着的传奇
453,这个就突然泪目了
297,还有这样的妈妈太好了
383,“夜之城没有活着的传奇”
492,眼里进陨石了
324,一位善良温情的母亲，温暖了许多人
207,很有热爱、很有才华啊
367,走之前已经是大神了
484,之前看差评君的文字就已经红了眼眶了，这次直接绷不住了
306,夜之城真正的传奇
405,卧槽我真的绷不住了
185,《读书》
442,看到这真绷不住了
428,痛！！！太痛了！
444,谁说relic是荒坂做出来的
85,老乡！
558,我X，这里绷不住了
500,“谁说我们是垮掉的一代”
437,这个是最绷不住的
457,曲对币有
513,woc耳机心动了
222,他很热爱生活啊
84,我超，我的老乡.....
461,痛の小曲！
135,赛博朋克我好像知道是什么了
462,妈妈和牛牛永远也不会分开了
205,如此简单的梦想 泪
313,我坚定的相信唯物主义，但是我恳求上天眷顾你
256,太精致了吧！！！
487,平凡而又伟大的普通人
538,希望能在来生喝到一杯属于他的酒
6,我在头条看过这篇
419,这里真的绷不住了 泪目
551,一个真正的传奇！
470,悲伤の小曲
469,真的绷不住了………………
468,真正意义上的”活着”
476,这歌一出来就绷不住了...
466,草啊听见这首歌的时候蚌埠住了
108,真正的传奇
440,看到这里我真的绷不住了
61,妈耶...已经哭了
436,瞬间泪崩
438,突如其来的刀子
446,他想让自己的替身继续守护家人
92,他是真正的传奇
9,“你才是夜之城响当当的大人物”
227,神仙妈妈
560,最后这酒绷不住了，太感动了
309,夜之城真正的传奇
219,这是一位真正的捍卫者！！！！
384,好家伙破大防
514,可以被认可也很幸福
287,我真绷不住了 眼泪根本止不住
75,猛男落泪了
201,眼睛进瀑布了
346,好家伙我都不知道
58,这个故事我已经哭了几次了
568,看到这个真绷不住了
524,破防了，我先哭会儿
307,我绷不住了，T_T
494,我现在就去买高达配件去!
13,relic：拯救你的灵魂
388,看到这绷不住了
80,听到这我都哭了T﹏T
409,跨时代的交流
150,一公升的眼泪
468,《e大佬》
272,他有一个辛福的家庭
79,已经开始哽咽了
395,看到这里绷不住了
476,大佬哈哈哈
389,绷不住..模糊了
226,一名真正的铁驭
386,这句话绷不住了
412,我正在吃饭结果我也哭了
78,听到这已经三连了
83,老乡！
412,平凡而又伟大的母亲
471,大佬都知道了
469,大佬都知道了
388,这句话听完我直接泪崩！
302,以我残躯化烈火！
281,他认识了很多朋友
396,年纪大真绷不住了，杀伤力太大了
388,卧槽看到这蚌埠住了
177,遭不住了，已三连，以后再来
516,大家都太温暖啦 真好啊真好
332,朋友们也是很棒很棒啊！！！
296,好精致啊！！！！
79,已经开始哽咽了
415,欢迎来到，夜之城（超大声）
332,看到前面那条“这才是真正的赛博朋克！” 我直接眼泪就绷不住了
339,泪目了，我还关注了他
496,扎克斯曾对克劳德说：你是我活过的证明。
264,这也算是天妒英才了吧(泪目)
285,看到这句话绷不住了
389,泪目，这位母亲真的很伟大
478,平凡而又伟大的母亲，很心酸
87,《红》
11,BGM：圣诞快乐，劳伦斯先生
318,注意到了“牛牛基金”
274,生命尽管如此短暂，但大概活得很幸福吧
520,牛牛是不幸的，但也是幸福的
393,到这里绷不住了
62,忽然的泪奔
83,老乡，我小名也叫牛牛
258,真的，我爆哭了
552,左下角
417,被感动了，平凡中的伟大
539,太好哭了哭死我了
528,付出型人格，我的天，泪目
300,好便宜简直是菩萨
85,卧槽我老乡
311,“以我残躯化烈火”
409,真的眼泪在眼眶里打转
23,光看好评率100%就知道这家店不简单
282,人在劳动中自我肯定，这种感觉太幸福了
340,天呐阿姨一定是很努力的记住了这些东西
470,夜之城的传奇
115,这件卫衣我也有
315,真的伟大~！
465,真的哭了
480,我去，泪目了
475,好好哭啊救命
135,已经泪目了
466,双厨狂痛
477,做的太好了这个视频
428,泪目
560,卧槽
87,我已经哭了
38,转身了
573,一位永恒的传奇
498,真的感动了
536,我靠，666
489,太不容易了
135,已经哭了
341,guanbu
510,感动了
151,已经哭了
350,欢迎光临夜之城。
309,泪目了家人
323,已经开始哭了
546,哭死了卧槽
468,这首歌蚌埠住了
562,泪崩了！！！！
435,蚌埠住了家人们
563,天呐
194,全体起立
558,牛逼！！！
413,哭死我了
55,已经哭了。。。
397,欢迎来到夜之城
437,“心痛の小曲”
404,“爱是最高规格的抑制剂”
445,擦，差点蚌埠住
444,到这里绷不住了
272,我现在已经打开了咸鱼
412,真的绷不住了
435,泪崩啊，非常有意义的
172,难啊
496,泪目
549,平凡的伟大也是英雄
21,我去，临沂老乡
96,是老乡-！
331,真正的赛博朋克
81,已经泪奔了
197,多美好的梦想啊
394,绷不住了
46,晚安
561,擦，还是没绷住，可恶呜呜呜
310,已经泪崩了
70,已经开始哭了
78,已经开始哭了
545,泪目
86,我去我老乡
469,我真的流泪了
553,传奇！
571,泪目了
321,泪目
568,感谢分享
146,真心疼他们
433,吃刀の小曲
419,这个太好看了
2,赛博朋克2022
460,我是个高冷的人，但绷不住了
459,泪奔
224,很好的妈妈
468,大佬！！！
321,泪目
455,悲伤的曲
546,深海迷航
197,好精致的小帮手
446,草！！泪目
85,已经开始哭了
417,真的难过，太难过了
424,原来是你！
441,破防の小曲 555
317,真的想哭啊啊
480,真的感动了
450,绷不住了
422,泪了泪了
83,已經開始哭了
89,已经哽咽了
134,我的天...
332,真的哭了
484,我真的哭了
472,我要哭了
339,这也太酷了
38,同龄人啊
454,升华了
472,绷不住了
459,竟然能感动我。
409,泪目
334,蚌埠住了，泪崩
487,真的破防了
439,悲伤小曲我绷不住了
92,我已经开始哭了
572,我哭的好真实
308,泪目，好难过
190,家境应该不错
471,痛，太痛了！
32,圣诞快乐，劳伦斯先生
321,绷不住了
476,真的会哭
221,woter泪目
191,致敬大佬
453,神曲配神人
310,先哭为敬
227,泪目
445,绷不住了
554,好感动
410,已经永远自由了
138,太容易满足了
76,已经在哭了
30,贴吧看了！
29,看完了，赞和硬币留下了
486,歌词泪目了
569,这个酒好像真有
458,痛，太痛了
550,哭了哭了
215,银翼杀手
85,麻了，是老乡
195,小帮手泪目
469,音乐出来就泪目了
531,感动到了
365,致敬
342,我哭了
531,真的绷不住了
308,泪目了
94,天天卡牌
458,respect
482,也许真的有
96,respect
103,音乐不对
193,马帮手！
558,又一次没绷住
216,哭了
439,bgm爆哭
330,绷不住了
465,眼泪喷出来
23,标题已经泪目了
55,我已经绷不住了
315,绷不住了
10,有幸看到过这家店
504,记得投币！！！
225,太好哭了！！！
452,感动到起鸡皮疙瘩
444,上载新生
458,悲伤的小曲
1,泪目
512,妈妈真好
75,已经开始哭了
206,奇诺之旅!
338,我现在都搞不清
9,教授的曲子
489,长春我的老家呜呜呜
557,我的天不行了
255,妈妈也不容易
527,忍不住了
560,血肉苦弱，机械飞升
553,太感人了呜呜呜
247,好厉害
559,绷不住了
19,粉丝8万了
49,想哭
205,呜呜奇诺之旅
499,已经9W粉丝了
143,泪目
352,我真的破防了
180,+
257,妈妈好好
375,他叫我小朋友欸
389,哽咽了给我
517,全程泪崩
405,我竟突然开始流泪了。。
198,不够标准蚌不住了
8,三刀流
470,致敬妈妈
402,赛博朋克2077，很贵
249,卧槽WOT
60,真的泪目
244,wot玩家泪目
111,肉体苦痛，机械飞升，但是不要赛博朋克！
568,这个是真的破防啊
43,挖槽
523,破防了
3,看哭了
350,太赛博朋克了！
419,ae_c4d自修室也
82,我去，老乡！
85,我的老乡……
528,蚌埠住了，破防了家人们
123,任飞安好
119,家庭条件还是不错的
306,致敬
364,威尔斯太太
375,牛
410,真绷不住了
562,机械飞升
256,流泪了
459,哭了
255,看着漆面不错
457,泪目
137,破防了
467,泪目
292,泪目了
84,老乡啊，老乡
439,刀来了
432,啊啊啊啊啊呜呜呜呜
19,破大防
464,泪目了
410,破防了
303,哽咽了
466,绷不住了
468,泪目了
495,泪目
558,！
436,血肉苦弱，机械飞升
438,痛，太痛了
542,感谢！
358,致敬
468,泪目
482,泪目了
454,QAQ！！！
141,QAQ
313,绷不住了~
539,woc牌面
390,没忍住这里
542,牛逼
322,泪目
488,痛，太痛了
565,感动！
554,敬传奇！
42,晚安
390,绷不住了
555,泪目了
454,重新下载了2077
488,给我看哭了
461,泪目了！
282,蚌埠住了
461,泪目了
336,卧槽，30年前的本科生很牛了
439,痛，太痛了
480,看出泪了
455,绷不住了
257,天呐
88,老乡！！！
70,开始哭了
471,流泪了
411,下雨了
322,蚌埠住了
475,绷不住了
497,9万了
328,蚌埠住了呜呜呜呜
474,泪目
376,32年前的本科生
574,泪目
402,等到2077那一年
572,没绷住
444,痛，太痛了
329,泪目了
112,65
87,泪目
327,泪目
444,哭了哭了
466,泪目
443,绷不住了
117,时生啊
449,悲伤的小曲
359,好厉害
554,哭了
286,感动
342,50年前的本科生
421,我的天哪。。。。
85,老乡！
465,我的鸡皮疙瘩
333,蚌埠住了我去
84,圣诞节快乐
24,妮妮！！！！
482,太厉害了
79,开篇泪目
559,( Ĭ ^ Ĭ )
426,真滴强
337,太厉害了
442,天啦我要哭了
500,泪目
338,破大防
466,好感动
544,这么牛
304,泪目了
487,泪目
239,[][
551,太酷了
320,泪目了
360,AFTERLIFE
476,刀子啊
196,破防了
493,哭了
470,投币支持了！
65,泪目  
539,！！！！！
37,晚安
475,蚌埠住了
319,泪目
482,泪目
286,呜呜呜呜呜呜
188,好强
87,老乡！
559,泪目
313,绷不住了QAQ
303,泪目了
448,泪目了！！！
439,痛，太痛了
205,天使
440,DNA动了
339,我的天
43,牛啊
531,破防了
247,wot玩家路过
423,太牛啦
569,破防了
389,绷不住了
29,我也二十五，属牛
564,绷不住了
543,泪目了
227,光固化
83,老乡！！！
486,泪目了
18,哭了
197,泪目
229,好有才
344,respect
93,赛博朋克……
14,5000-
569,Wow!
513,泪目
528,好感动呜呜呜呜
514,泪目
374,泪目
244,vz55
85,跟我是老乡。
393,我踏马一直在擦眼泪
255,致敬妈妈
532,破防了
388,哭了
336,朋友也好棒
402,忍不住了
191,泪目
510,泪目
505,绷不住了
464,眼泪
397,泪目。。
62,别让我哭！！！
304,致敬
420,边缘行者。。
230,丝咕一
62,开始哭了
118,aa
112,大人物呜呜呜
289,泪目
549,泪目了
414,泪目。
410,我真的哭死
396,看哭了
216,还是幸福
516,好好的呀
82,我去，老乡
397,绷不住了
427,牛啊
418,哭了
473,泪目了
241,55555
86,老乡啊老乡
323,泪目
325,哭了
492,致敬
498,泪目了
464,泪目
566,泪目
485,血肉苦弱，机械飞升
228,伟大
462,泪目
309,泪目
481,全体起立！！！！！
396,绷不住了
466,破防了
309,respect
336,厲害
467,感动啊
70,泪目了
474,破防了
439,哭了
477,泪目
316,泪目
560,泪目！！！！
438,泪目
484,泪目
322,QAQ
511,泪目
459,泪目
84,哎~~
484,泪目
81,老乡！
474,破防了
462,泪目
64,泪目了
460,感动
448,泪目
534,排队买
294,我哭死了
450,感动
477,站在荒坂顶端
568,蚌埠住了
86,圣诞快乐
491,泪目
532,呜呜呜呜呜呜呜呜呜呜呜
479,泪目
465,哭了。。。
467,泪目
456,蚌埠住了
565,感动
500,泪目
445,破防了
460,泪目了
573,呜呜呜
439,崩不住了
463,泪目
26,致敬！
325,泪目
469,加油~
459,泪目
392,我去
389,哭了！
383,泪目
85,附近市的
454,泪目
558,绷不住了
518,泪目
67,哭了
557,传奇牛牛
464,哭了
308,哭了
449,泪目
476,泪目
473,泪目了
317,哽咽了
327,泪目了
312,5555Z…
53,...我看过
442,太疼了
470,泪目
18,妮妮！
472,求音乐名
80,贴吧刷到的
442,哽咽
447,机械飞升
99,我们这的
486,BGM太过分啦呜呜呜呜
79,泪目
567,relic!!
519,哭了
406,88年的本科
529,破防了
421,泪目
519,很难不支持
533,哭了
574,蚌埠住了... ...
569,蚌埠住了... ...
546,蚌埠住了... ...
519,泪目了
517,泪目
532,泪目
87,我临沭县的！
508,泪目
292,哎。。。
478,淚目
16,妮可诶
455,呜呜呜
82,-
401,哭了
484,蚌埠住了
441,破防了
491,绷不住了
458,绷不住了
324,泪目
392,泪目
86,v
437,泪目
465,哭了
329,致敬
443,绷不住了
442,呜呜呜呜
479,泪目
479,啊啊啊啊啊
17,2333
310,绷不住了
483,致敬
437,泪目
441,1
311,哭了
444,泪了
395,绷不住了
442,泪目
327,泪目
459,哭了
388,已经哭了
86,我家
462,泪目
458,泪目了！
448,绷不住了
479,泪目
441,泪目
444,绷不住了
467,破防了
477,很感人呜呜呜呜呜
444,泪目
458,扛不住了
479,呜呜呜呜呜
465,V！！！
391,泪目
311,2个字，3连
85,老乡！！
535,泪目了
394,伟大
563,蚌埠住了... ...
507,要加油吖
393,泪目
85,泪目
55,唉！！
449,55555
449,绷不住了
459,绷不住了
444,万神殿
442,呜呜呜
396,555555
460,泪目了
459,泪目
459,哭了
484,绷不住
446,呜呜呜
58,我要哭了
390,天
324,155
391,泪目了
60,respect
555,致敬牛牛和牛牛母亲
245,创伤小组呢，救一下啊
480,破防了 受不了
512,传奇
505,传奇
494,传奇
487,传奇
482,传奇
476,传奇
558,你是传奇
194,救命，支持国货真的哭暴
49,我真希望这是剧本
122,说不会的，如果是你的骨肉至亲将要离你而去，你不会觉得每天过得都很快么
330,一句话把我干破防了
429,Bgm: I Really Want to Stay at Your House - 体温电台
36,当天生日+1
212,或许只有得绝症父母才会学会理解儿女的兴趣爱好
244,家里有钱
284,牛牛基金
563,破防了啊喂
504,请务必把网店推给我!!!!
292,也许3D打印就是牛牛生命的延续
81,哎——
169,以我残躯化烈火
499,卧槽啊啊啊啊啊啊啊啊我哭了
433,守护你的灵魂
37,Rest In Peace
179,夜之城没有活着的传奇，只有永不消逝的爱
216,有没有可能，只有这种先天已经被划定了的受难者才能享受到此般理解
91,老乡~
428,生的伟大，死得光荣
562,好感人啊
277,这位教阿姨的朋友，以前是牛牛带出来的
53,RIP
444,我在想着后续做品大卫会不会以这种方式出现在第二季说不定金刚装备有这种芯片
319,感觉妈妈也是文化水平很高的人
262,大人物！
378,当年的本科生很厉害的
390,背景音乐？？
363,母爱啊
98,希望接下 在夜之城遇见
561,不行了不行了
438,次凹~~绷不住了
366,哭死
572,删减了吗
28,已经异世界转生了。
325,眼里进飞虫了，我暂停下
92,天啊DMD，上课时候典型的基因病
135,这是多么令人悲痛的第一反应
469,人在吃饭 边哽边哭
63,rip
477,你才是真正的MVP
565,‘’
201,感觉这就是我。。。
83,我就是临沂的
83,老乡啊！害
195,小帮手哭了
441,这，生活的故事有时恰好到比一个故事更加巧合
450,bgm犯规了熬
373,这个母亲本身就是光，就很好学，很厉害
341,怪不得呢，是本科生，那个时候的本科生，家境肯定挺好的
327,有时候陪伴就是最长情的告白，可惜很多父母不懂，只是一味地逼迫
346,阿姨当你也是学霸级的了
223,他可是姐可不是网游啊
441,痛啊
327,感动羡慕伤感...
102,飞来横祸
257,做的真好啊
535,泪目，这个事件是今年唯一对科技感到有敬意，我对科技有点持否定态度。
504,那时候的本科比现在硕士研究生还吃香
467,能看完这个真不容易，几次哭的想关视频
40,R.I.P
336,我看哭了，我母亲刚过身不久
373,好感人
103,mr.lawance
550,我破防了，在办公室哭了
455,你才是真正的大人物
481,求片尾神曲那个翻译版本的完整版 是我看到过最好的翻译
466,大佬
228,我超wot，真全能啊
18,现在闲鱼他10万粉了~~~
16,好评率100~~~~~厉害！！！！！！
317,这句话暴杀我
36,节哀
349,阿姨也是大人物
34,啊！5月21号，我的生日。
406,我不行了 我哭爆
319,喜欢二次元的性格都不会太差的
530,你才是真正的大人物
428,双     倍     痛     苦
385,母亲万岁
199,小帮手……
63,R.I.P
36,唉
559,CDPR 给个牛吧
341,夜之城没有活着的传奇，除了V、杰克和这位阿姨！
145,你才是真正的大人物，牛牛
487,蕾姆了
262,以我残躯化烈火
462,这是真货！！！
450,痛！太痛了！！！！！！
555,牛逼！！！！
549,"我靠,niubi !!!"
467,边缘行者里是大卫的妈妈死了…
35,默哀
181,阴阳师?！
87,---
205,一个AED不是万能的啥病都能治 另一个AED成本极高 这钱谁出?
207,和他相比，我才是真正的病人
33,额。。。我生日
232,创伤小组：不是目标客户，拒绝服务！
80,很抱歉在这个故事里认识你
565,肉体困苦  机械飞升
341,好牛啊本科生
558,夜之城里没有活着的传奇
483,这把40米大长刀，让我泪流不止
130,哭
153,想把我的命分给牛牛，他比我更需要这些时间
548,cdpr真做出来了，我高低得整份玩一下
182,夜之城没有活着的传奇只有永不消逝的爱
141,眼睛进沙子了
160,米国依然是人类灯塔
96,母亲随时准备失去儿子
35,R.I.P.
558,游戏中真的有这个道具吗
360,一步一步走过儿子的路...
448,说归说，别放歌
484,可恶啊，为什么要离开！
335,母爱才是真爱
562,你才是大人物
85,老乡，我是临沂河东的
273,老天想玩手办了，就叫他上去了
151,还得灯塔，只有得过一些病才知道
531,钱我花了 你给什么你随意
86,临沂的老乡，
24,俺临沂的
435,你才是真正的大人物
14,难受
387,《你才是真正的大人物》
70,哭死了
408,你才是真正的大人物！
449,bgm犯规了，眼里进石头
387,你才是真正的大人物，牛牛
2,母爱最伟大，感动，久久不能平静。
474,不跟你三连老子良心过意不去
541,还有酒馆的酒！！！！
337,晚上好！夜之城！
464,类目
465,痛！！！！
90,老乡
309,未尽之愿，以爱为之
296,都是妈妈对孩子的爱啊T-T
246,有个这么支持自己的妈妈 他也是幸运的
540,就凭这点我现在就买回来
456,她的妈妈给他搭建了一个神谕...
344,不知道阿姨会不会在V身上找到儿子的身影，都是命不久矣之人
462,T.T
335,阿姨太酷了
186,就兴趣爱好来说我跟他可能很有共同话题
195,支持国货
362,“现在我也要试试”
443,泪目了，希望阿姨能越来越好
297,太好了 他还活着
433,赛博朋克官方看到了吗？这位玩家也应该是夜之城的传奇
461,独一份芯片，独一份的记忆
335,希望让赛博朋克官方看到，这位中国的玩家也应该是夜之城的传奇
15,谁说游戏动漫只会消磨人的意志  在二次元的世界中也有爱与关怀存在 有时网络的存在 反倒将我们那些相隔万里的陌生人连接在一起 共同感受这个世界微弱又坚定的温柔与温度
457,I Really Want to Stay At Your House
470,勇敢牛牛，不怕困难。
530,是的 你的善意也可能是别人的负担
341,母爱的伟大 你永远看不到边界
352,泪崩、、、、、、、、、、、
148,还得是老美
229,羡慕能有这么好的母亲
336,突然出现母校场景..
193,小帮手，呜呜呜，
193,xiao
396,喷涂注意防护，保重身体
367,卧槽除了模型我和他的爱好基本都一样
387,守望先锋开服了
344,说实话这种我接受不了不喜欢的东西
323,bgm太犯规了
87,你是传奇
455,泪了 泪了。
37,很抱歉以这种方式认识你
477,哭的有点崩溃了
152,人类灯塔美利坚
554,”你才是真正的大人物“
333,夜之城没有活着的传奇，只有永不消逝的爱
411,哭瞎
416,你才是真正的大人物
149,才25岁！唉还是好年轻的就这样走了太可惜了
85,你才是真正的大人物
40,521
469,在那座城市总有人会编写你的故事
525,千万别给阿姨负担了
407,破大防了兄弟萌
417,肌肉萎缩，他得换成亚当重锤那种程度
434,放歌更痛了
497,你才是真正的大人物
481,人是社会关系的总和，当妈妈真正的忘记他时候时候。才是真正的死亡吧。。。
3,我更不希望她成为下一个“糖水爷爷”…
62,rip
314,你才是夜之城真正的传奇！！！
465,BGM过分了 啊
35,默哀
16,我去，头像是burn the witch 的女主
208,如果身体状况不特殊可能就打断了？
386,阿姨在成长，我在哭泣
72,白发人送黑发人永远都是那么悲痛
42,521
515,谁说是跨掉的一代！
482,夜之城没有活着的传奇
336,阿姨就是活着的传奇！！！
268,夜之城没有活着的传奇夜之城没有活着的传奇夜之城没有活着的传奇夜之城没有活着的传奇夜之城没有活着的传奇夜之城没有活着的传奇夜之城没有活着的传奇夜之城没有活着的传奇夜之城没有活着的传奇夜之城没有活着的传奇
231,夜之城没有活着的传奇
312,"我这一生都是坚定不移的唯物主义者,唯有你,我希望有来生"
489,他有着最好的妈妈，她有着最温柔的儿子
162,同款同色XR
534,问大卫？？？这位是什么活阎王
351,求bgm
549,2077可以买一波了
193,辅助手枪？
338,cao
219,cao
88,我们临沂的？？
41,太可惜了
558,我们一起去夜之城
216,阿姨加油
559,这个破防了
285,牛牛的朋友也好棒
365,母爱如山！
72,母爱如山！
417,眼泪汪汪
11,这位才是真正的大人物
425,这个芯片的意义在玩过2077之后阿姨肯定会更喜欢的
339,五十岁的本科生已经很厉害了
35,R.I.P
223,教育
177,为什么要自责 阿姨真的做了一个母亲所有能做的了
54,去来生点一杯 王任飞
319,不行了 忍不住了 泪目
480,BIG OLD！
339,嘿！牛牛你才是夜之城真的传奇。
300,你先别哭，让我先哭
135,哭惹
111,说能不能生之前排查基因疾病的那位，牛牛是25年之前出生的，我国是在1998年才逐步引进相关数据库和技术的
3,我只看过动漫，我不懂也不粉赛博，但我知道什么叫爱
498,这个世界最帅的事不应该是守护爱情吗
261,和受到帮助的人一样感谢牛牛
186,他就像我们
160,感你此言良久立
36,走好
31,在我的生日当天离去。。默哀
153,弹幕这也要赢？落后别人是事实好吧，说的好像国内医疗不花钱一样
564,真就赛博朋克精神啊
486,刀，狠狠的刀
222,看哭了，一个阿姨能理解
200,哎
220,这是一位伟大的母亲
170,我无法想象亲人倒在自己面前，时刻要面临死亡的威胁时我得是多么的崩溃
397,【没有一个传奇是活着的】
97,年纪大了，看不了这些。
484,这不可以拍成电影？？？大导演们看过来！！！
476,哎
340,我抑郁症又犯了~
539,这样好
83,我靠我也是山东临沂
362,我天 看哭了 好复杂的心情
537,你才是真正的大人物
409,妈呀太感人了  一定是嫉妒他的才华才提前带走了他
458,眼角逐渐湿润
351,53的本科生 讲真的 很牛了
324,啊这 我就摸个鱼啊！
488,鸡皮疙瘩起来了
370,“儿子的世界太丰富了，够我学一辈子”
294,真就只要有想学的心，啥都可以学会
112,假如一生只有30岁
158,.
95,老乡
522,暂时都下架了 想买都买不到
252,十几块，确实便宜。 淘宝上一个都得30多
211,有那么多人活了一辈子还没有他短短的一生充实有意义
160,最强大最伟大的母爱
22,好评率100%
96,老乡
488,牛牛走好，我们会记住你
359,所以说我爱阿b，它也许变了，但绝不是变坏
39,rip
208,啊 自学？ 挖槽
350,这不是 “凌识啊” 吗
324,虽然我不是胶佬，但我尊重这些人。
41,RIP
324,绷不住了 不知道还要不要高龄生娃的悲伤路过。。。
471,年纪大了，听不得这些，泪目
0,不一定啊，病患样本数量太少，研发药物周期和资金都是天文数字，即便成功患者数量少也会导致价格
76,没看到边缘行者啊。。。。。
92,年纪大了卡不的这些
332,走了 已三连 蚌埠住了
443,刀人的小曲
345,53岁，那时候的本科生真的很厉害了
369,只要还能被人记起就不算真正的死亡。
349,那个年代的本科生啊
6,贴吧里也看到了，哭死
336,70s得本科生，很NB的了啊
5,1/14亿的超级个例罢了
342,卧槽，现在50多岁，以前是本科生那真的是牛人呀！
489,有一个大佬离我们而去
182,他就像我们每一个人
483,Forever niuniu
509,给我来一杯任飞 记得多加点爱
490,你还 一杯任飞 多加点爱
338,任飞 你才是夜之城的传奇
90,老乡
98,你好 一杯任飞 多加点爱
102,看不得这些，点赞走了
440,搞这种催泪的...
328,这才是真的赛博朋克
119,其实不会的，不到发生那一刻都不会觉得时间快到了。
112,想起2077的主角了，怪不得喜欢2077欸
165,感觉做这个挺累的吧。
322,我一个孕妇快哭死了，难以想象生下来陪着孩子倒计时的心情
90,老乡
67,类目了
115,看到表就想起乌兹剑指那张图。。。
87,老乡
318,或许生命总需要来填补空缺。
402,母亲好漂亮
226,攻壳机动队
310,有的时候你需要逼自己一把
31,破大防了
515,别让自己的好意变成他人的负担啊
561,东北人表示。。
438,刀人的小曲
151,美国是给顶级富人看的
357,阿姨好厉害好聪明啊
355,厉害
9,我希望我的岳父大人，在另一个世界过的开心，我会好好照顾您女儿的。
319,南无阿弥陀佛，愿能往生极乐世界，再无苦难。
410,夜之城没有活着的传奇
7,Rescue your soul
463,痛
95,老乡
84,前面的世界可没有神仙
430,刀人的小曲
414,你才是真正的大人物
68,你才是真正的大人物
554,这些相片是还有一个儿子么 如果还有一个儿子我觉得阿姨好歹还有个安慰。。
424,到这里真的忍不住泪目了
450,哭死了
550,他会是永远的传奇活在我们心中
319,唉
205,草 光固化
400,都去给我买
491,伟大的母亲 用自己的方式让儿子继续存在在世界上，
37,生的光荣，死的伟大
342,你和V一样是夜之城活着的传奇
176,之前在另一个博主哪里听到了这个故事，感慨上名的脆弱和母爱的伟大。
467,夜之城没有活着的传奇，但现实有，您是一位伟大的母亲。爱延续您儿子的精神
559,这行红字真的是我的泪点
67,什么东西从我眼角流出来了
388,.
180,怎样一个热爱世界的少年啊
468,难绷啊，真的难绷啊啊
108,操..真正的v..
388,Relic：守护你的灵魂
405,可夜之城没这么美好
553,反向的 大卫的故事？
397,好家伙，边缘寻找已经够刀了，现在又来一个刀了。
325,母承子业
409,说得对
304,了不起的妈妈
323,好有母爱的话啊
204,难过
569,我喜欢
276,天妒英才
456,BGM出来  我绷不住了！！！
346,来生酒吧，唉
441,受不了了
65,为什么要选这么催泪的话题QAQ
259,以我残躯化烈火
193,wingman here
414,无私的爱感动中国
189,天忌英才啊……
337,实验室一边写代码一边哭，绷不住了，给我妈打了个电话
